Unnamed: 0,userName,text,tweetcreatedts,tweet_clean,tweet_english
1033,Pengguna Google,Saya baru pertama kali melihat aplikasi ini,06/11/2019 20:47,Saya baru pertama kali melihat aplikasi ini,I was the first time I saw this application
1034,Pengguna Google,Mudah-mudahan bisa menjadi wadah yg bisa diandalkan.,06/11/2019 16:38,Mudah-mudahan bisa menjadi wadah yg bisa diandalkan.,Hopefully it can be a reliable forum.
1035,Pengguna Google,mantap,06/11/2019 04:49,mantap,steady
1036,Pengguna Google,Sangat membantu sekali. Asalkan laporan disertai data-data yang jelas dan memcantumkan bukti pemerasan atau peneroran dan lain2 pasti ditindaklanjuti.,05/11/2019 12:29,Sangat membantu sekali. Asalkan laporan disertai data-data yang jelas dan memcantumkan bukti pemerasan atau peneroran dan lain2 pasti ditindaklanjuti.,Very helpful.As long as the report is accompanied by clear data and include evidence of extortion or transaction and others must be followed up.
1037,Pengguna Google,tidak bisa membuat laporan gagal terus sudah beberapa kali,05/11/2019 02:43,tidak bisa membuat laporan gagal terus sudah beberapa kali,can't make reports fail to continue several times
1038,Pengguna Google,Belum ada,04/11/2019 14:31,Belum ada,There isn't any yet
1039,Pengguna Google,Belum ada verifikasi laporan. Padahal sejak tadi siang lapor. Sampah!,04/11/2019 11:22,Belum ada verifikasi laporan. Padahal sejak tadi siang lapor. Sampah!,There is no report verification.Even though this afternoon reported.Rubbish!
1040,Pengguna Google,"Semoga ini aplikasi dapat membatu, karna untuk saat ini saya merasa tidak nyaman dengan aplikasi fintek ilegal. Bahkan tengah malam ada yang menghubungi.",04/11/2019 06:02,"Semoga ini aplikasi dapat membatu, karna untuk saat ini saya merasa tidak nyaman dengan aplikasi fintek ilegal. Bahkan tengah malam ada yang menghubungi.","Hopefully this application can freeze, because for now I feel uncomfortable with the illegal fintek application.Even midnight someone contacted."
1041,Pengguna Google,"Aneh,, saya membuat laporan, tapi terabaikan,, padahal liat yg lain, langsung diproses,, gmana sih",04/11/2019 01:04,"Aneh,, saya membuat laporan, tapi terabaikan,, padahal liat yg lain, langsung diproses,, gmana sih","Strange ,, I made a report, but it was ignored, even though I saw the others, it was immediately processed ,, what the heck"
1042,Pengguna Google,Tiap liat profil sllu kluar sndiri,03/11/2019 16:27,Tiap liat profil sllu kluar sndiri,Every time I see my profile out alone
1043,Pengguna Google,Cukup membantu,03/11/2019 13:51,Cukup membantu,Quite helpful
1044,Pengguna Google,ga guna,03/11/2019 13:34,ga guna,useless
1045,Pengguna Google,"assalamualaikum wr wb selamat pagi admin sp4n laporan saya kok blm ditindaklanjuti?padahal sdh 20 jam lebih saya posting nya.. sedangkan laporan orang lain yg pelaporan nya setelah saya sudah ditindaklanjuti dan dijawab instansi terkait.. mohon di jawab.. 2bintang dulu,kalo sdh dijawab kasih 5bintang.",03/11/2019 03:15,"assalamualaikum wr wb selamat pagi admin sp4n laporan saya kok blm ditindaklanjuti?padahal sdh jam lebih saya posting nya.. sedangkan laporan orang lain yg pelaporan nya setelah saya sudah ditindaklanjuti dan dijawab instansi terkait.. mohon di jawab.. bintang dulu,kalo sdh dijawab kasih bintang.","Assalamualaikum wr wb good morning admin SP4n my report why hasn't been followed up? Even though I have to post it more ... while the report of other people who reported after I had been followed up and answered by the relevant agencies ... please answer .. first, if the answer was answeredLOVE STAR."
1046,Pengguna Google,Go,01/11/2019 17:12,Go,Go
1047,Pengguna Google,Aplikasi yang bagus. Tapi mohon tingkatkan lagi kecepatan dari tindak lanjut laporannya ya....,01/11/2019 04:05,Aplikasi yang bagus. Tapi mohon tingkatkan lagi kecepatan dari tindak lanjut laporannya ya....,Good application.But please increase the speed of the follow -up report yes ....
1048,Pengguna Google,TIDAK BERGUNA . ADUAN TIDAK DI TANGGAPI OLEH PEMERTAH SETEMPAT !!!,30/10/2019 03:49,TIDAK BERGUNA . ADUAN TIDAK DI TANGGAPI OLEH PEMERTAH SETEMPAT !!!,USELESS .Complaints are not responded by the local government !!!
1049,Pengguna Google,Lapor mantap,29/10/2019 06:19,Lapor mantap,Report great
1050,Pengguna Google,Semoga keluhan masyarakat bisa lebih cepat untuk diberi solusi ataupun penyelesaian yang baik dan praktek pungli dapat benar2 teratasi dengan adanya layanan online seperti ini.,28/10/2019 18:44,Semoga keluhan masyarakat bisa lebih cepat untuk diberi solusi ataupun penyelesaian yang baik dan praktek pungli dapat benar2 teratasi dengan adanya layanan online seperti ini.,Hopefully community complaints can be faster to be given a good solution or solution and extortion practice can be completely resolved by the existence of online services like this.
1051,Pengguna Google,laporan saya blum di tanggapi.,28/10/2019 13:45,laporan saya blum di tanggapi.,My report is not responded.
1052,Pengguna Google,"Salam hormat: ma'af y, saya coba dulu, karna saya ingin pembuktian, apakh pihak pihak penegak hukum bener bener positif atau tidak, TUHAN MEMBERKATI, AMEN.",28/10/2019 09:56,"Salam hormat: ma'af y, saya coba dulu, karna saya ingin pembuktian, apakh pihak pihak penegak hukum bener bener positif atau tidak, TUHAN MEMBERKATI, AMEN.","Greetings: Sorry, I try it first, because I want to proof, what is the law enforcement is really positive or not, God bless, amen."
1053,Pengguna Google,Mantap,26/10/2019 05:31,Mantap,Great
1054,Pengguna Google,Aplikasi error ketika mengirim laporan,26/10/2019 05:08,Aplikasi error ketika mengirim laporan,Error application when sending a report
1055,Pengguna Google,Mantap,26/10/2019 03:37,Mantap,Great
1056,Pengguna Google,"KECEWA, Laporan ku sudah 1 Minggu lebih tapi belum ada penyelesian atau timbal balik dari Instansi terkait.",25/10/2019 20:23,"KECEWA, Laporan ku sudah Minggu lebih tapi belum ada penyelesian atau timbal balik dari Instansi terkait.","Disappointed, my report has been over week but there has been no resolution or reciprocity from the relevant agencies."
1057,Pengguna Google,"Sebagai apk yg baru hadir di dunia maya, bintang 4 adalah nilaii tertinggi bagi pendatang baru karna sdh mampu mnjembatani aspirasi masyarakat..",25/10/2019 18:23,"Sebagai apk yg baru hadir di dunia maya, bintang adalah nilaii tertinggi bagi pendatang baru karna sdh mampu mnjembatani aspirasi masyarakat..","As an APK who has just been present in cyberspace, stars are the highest value for newcomers because they are able to provide people's aspirations .."
1058,Pengguna Google,??,25/10/2019 05:45,??,??
1059,Pengguna Google,Aplikasi ini gak berfungsi....tdk ada respon??,24/10/2019 14:53,Aplikasi ini gak berfungsi....tdk ada respon??,This application does not work .... no response ??
1060,Pengguna Google,Mantap,24/10/2019 10:40,Mantap,Great
1061,Pengguna Google,Goof fast respon. Kembangkannn,24/10/2019 05:39,Goof fast respon. Kembangkannn,Goof Fast Response.Develop
1062,Pengguna Google,Sangat bermanfaat untuk warga biasa,23/10/2019 14:36,Sangat bermanfaat untuk warga biasa,Very useful for ordinary citizens
1063,Pengguna Google,Ketika tidak tahu lagi harus LAPOR kemana,23/10/2019 06:49,Ketika tidak tahu lagi harus LAPOR kemana,When I don't know where else should report
1064,Pengguna Google,Buat laporan dari tgl 17 hingga sekarang tidak di verifikasi Salahnya dimana nya Sedangkan yg lain baru 2 jam saja sudah di verifikasi,22/10/2019 01:56,Buat laporan dari tgl hingga sekarang tidak di verifikasi Salahnya dimana nya Sedangkan yg lain baru jam saja sudah di verifikasi,Make a report from the date until now it has not been verified where it is where while the others have only been verified
1065,Pengguna Google,Ok,21/10/2019 09:38,Ok,OK
1066,Pengguna Google,"Min.npa laporan saya tidak ada tanggapan..atau tindak lanjutnya..pdahal sudah 19 jam..sedangkan laporan orang lain 2 jam sdah ada..tanggapan..dn tindak lanjut...nya..,salah nya di mana...thank's..",18/10/2019 13:37,"Min.npa laporan saya tidak ada tanggapan..atau tindak lanjutnya..pdahal sudah jam..sedangkan laporan orang lain jam sdah ada..tanggapan..dn tindak lanjut...nya..,salah nya di mana...thank's..",Min.Na my report there is no response ... or the follow up ... even though it is time ... while the report of someone else's time is .....
1067,Pengguna Google,Payah payah payah laporan saya tidak ditindaklanjuti,17/10/2019 03:59,Payah payah payah laporan saya tidak ditindaklanjuti,The lother of my report is not followed up
1068,Pengguna Google,"Bismillahirohmanirohim. Allahuma sholli ala muhammad wa ala ali muhammad. Terima kasih. Merdeka Mohon bantuannya kepada yg terhormat pemerintah Republik Indonesia,kami ingin bantuannya,kerja sama nya dan saling melindungi/mengayumi/menjaga Indonesia kn negara hukum,aku mohon jangan pd main kekerasan/fisik/debit coletor, indonesia udh merdeka jangan ada yg di sakiti atau menyakiti atau sampai ada korban meninggal dunia, kita semua saudara, kawan, sahabat dan keluarga besar REPUBLIK INDONESIA",16/10/2019 08:34,"Bismillahirohmanirohim. Allahuma sholli ala muhammad wa ala ali muhammad. Terima kasih. Merdeka Mohon bantuannya kepada yg terhormat pemerintah Republik Indonesia,kami ingin bantuannya,kerja sama nya dan saling melindungi/mengayumi/menjaga Indonesia kn negara hukum,aku mohon jangan pd main kekerasan/fisik/debit coletor, indonesia udh merdeka jangan ada yg di sakiti atau menyakiti atau sampai ada korban meninggal dunia, kita semua saudara, kawan, sahabat dan keluarga besar REPUBLIK INDONESIA","Bismillahirohmanirohim.Allahuma Sholli ala Muhammad wa ala Ali Muhammad.Thank youMerdeka, ask for his help to the honorable government of the Republic of Indonesia, we want their help, cooperation and protect/protect/protect/protect Indonesia, I beg you not to play violence/physical/debit Coletor, Indonesia is independent, don't anyone hurt orhurt or until there are victims died, we are all brothers, friends, friends and extended family of the Republic of Indonesia"
1069,Pengguna Google,Pelayanan yg sangat membatu,16/10/2019 04:42,Pelayanan yg sangat membatu,Very petrified service
1070,Pengguna Google,Apakah Aplikasi ini benar-benar ada Respon?? Apakah Pelapor dijamin dan di lindungi??,15/10/2019 05:55,Apakah Aplikasi ini benar-benar ada Respon?? Apakah Pelapor dijamin dan di lindungi??,Does this application really have a response ??Is the reporter guaranteed and protected ??
1071,Pengguna Google,smoga aplikasi ini bisa membantu masyrakat dalam melaporkan hal2 yg dianggap merugikan. Trimakasih,15/10/2019 02:01,smoga aplikasi ini bisa membantu masyrakat dalam melaporkan hal2 yg dianggap merugikan. Trimakasih,Hopefully this application can help the community in reporting things that are considered detrimental.Thanks
1072,Pengguna Google,"min,laporan saya kok belum terverifikasi sedangkan orang lain yg melapor 2 jam setelah saya malah sudah terverifikasi & langsung dapat jawabannya dari pihak yang bersangkutan.saya kasih 4 bintang kalau laporannya sudah terverifikasi",10/10/2019 17:08,"min,laporan saya kok belum terverifikasi sedangkan orang lain yg melapor jam setelah saya malah sudah terverifikasi & langsung dapat jawabannya dari pihak yang bersangkutan.saya kasih bintang kalau laporannya sudah terverifikasi","Min, how come my report has not been verified while other people who report the hours after I have even been verified & can immediately be answered from the party concerned. I love the stars when the report has been verified"
1073,Pengguna Google,"Saya senang dengan adanya aplikasi ini,saya juga ingin tanya,laporan yg mau ditulis apa berlaku untuk instansi Swasta yang bermasalah?",10/10/2019 09:54,"Saya senang dengan adanya aplikasi ini,saya juga ingin tanya,laporan yg mau ditulis apa berlaku untuk instansi Swasta yang bermasalah?","I am happy with the existence of this application, I also want to ask, what reports that want to be written apply to private institutions that have problems?"
1074,Pengguna Google,Langsung kasi bintang lima..moga aplikasi ini dapat membantu masayrakat dalam semua masalah dan keluhannya..???? Aamiin,10/10/2019 09:17,Langsung kasi bintang lima..moga aplikasi ini dapat membantu masayrakat dalam semua masalah dan keluhannya..???? Aamiin,Immediately give a five star ... hopefully this application can help the community in all problems and complaints .. ????Amen!
1075,Pengguna Google,"Tanggap cepat dan serius,,,itu keren",10/10/2019 01:08,"Tanggap cepat dan serius,,,itu keren","Response fast and seriously ,,, it's cool"
1076,Pengguna Google,Sangat membantu..... Harap ditingkatkan lagi kerahasian para pelapor,10/10/2019 00:42,Sangat membantu..... Harap ditingkatkan lagi kerahasian para pelapor,Very helpful ..... please increase the confidentiality of the reporters
1077,Pengguna Google,Terimakasih atas informasinya dan tanggapan nya...,09/10/2019 22:39,Terimakasih atas informasinya dan tanggapan nya...,Thank you for the information and response ...
1078,Pengguna Google,Bagus,08/10/2019 18:21,Bagus,Good
1079,Pengguna Google,Laporan saya tidak kunjung di tanggapi,08/10/2019 15:36,Laporan saya tidak kunjung di tanggapi,My report is not responded
1080,Pengguna Google,Ok,08/10/2019 15:22,Ok,OK
1081,Pengguna Google,Sangat suka,07/10/2019 11:45,Sangat suka,Really like
1082,Pengguna Google,Mengapa laporan saya tidak diverfikasi. Mohon bantuannya. Nomor ID 5065865,07/10/2019 08:50,Mengapa laporan saya tidak diverfikasi. Mohon bantuannya. Nomor ID,Why is my report not divertified.Please help.ID number
1083,Pengguna Google,knpa ko ga kebuka ya!!!!!?,07/10/2019 08:49,knpa ko ga kebuka ya!!!!!?,why don't you open it !!!!!?
1084,Pengguna Google,Saya kok upload tapi judulnya gak ada,07/10/2019 07:36,Saya kok upload tapi judulnya gak ada,I really uploaded it but the title isn't there
1085,Pengguna Google,Saya ga di verivikasi lama sangat,07/10/2019 05:52,Saya ga di verivikasi lama sangat,I haven't been verified for a long time
1086,Pengguna Google,baguss semoga membantu dan bermanfaat. untuk org yg hidup di garis kemiskinan seperti saya.,07/10/2019 03:58,baguss semoga membantu dan bermanfaat. untuk org yg hidup di garis kemiskinan seperti saya.,good hope it helps and is useful.For people who live in the poverty line like me.
1087,Pengguna Google,"Aplikasinya bagus. Tapi saya ingin menanyakan, mengapa pihak terkait (Dinas Lingkungan Kab. Bone, Sulawesi Selatan, belum menanggapi laporan kami. ID laporan kami 4993257, sejak tanggal 20 Juli 2019 pukul 15.10 WITA. Mohon tindakan nya!!!",06/10/2019 05:59,"Aplikasinya bagus. Tapi saya ingin menanyakan, mengapa pihak terkait (Dinas Lingkungan Kab. Bone, Sulawesi Selatan, belum menanggapi laporan kami. ID laporan kami , sejak tanggal Juli pukul WITA. Mohon tindakan nya!!!","The application is good.But I want to ask, why related parties (Bone District Environment Agency, South Sulawesi, have not responded to our report. Our report id, since July at WITA."
1088,Pengguna Google,Semoga segera mendapatkan solusi nya. Terimakasih aplikasi lapor. ????,05/10/2019 17:02,Semoga segera mendapatkan solusi nya. Terimakasih aplikasi lapor. ????,Hopefully soon get the solution.Thank you Report Application.????
1089,Pengguna Google,"Saya sudah membuat laporan, tetapi keterangannya belum terverifikasi. Tolong bantun saya min",04/10/2019 14:26,"Saya sudah membuat laporan, tetapi keterangannya belum terverifikasi. Tolong bantun saya min","I have made a report, but the statement has not been verified.Please help me min"
1090,Pengguna Google,Sip,04/10/2019 01:08,Sip,OK
1091,Pengguna Google,????,03/10/2019 14:58,????,????
1092,Pengguna Google,Sy lngsung kasih bintang lima asal sesui dgn jnji admin pengelola aplikasi ini.. kalo tidak sesuai langsung sy hapus,03/10/2019 14:56,Sy lngsung kasih bintang lima asal sesui dgn jnji admin pengelola aplikasi ini.. kalo tidak sesuai langsung sy hapus,I immediately give you a five star as long
1093,Pengguna Google,good,03/10/2019 14:29,good,Good
1094,Pengguna Google,Saya kasih 3 dulu kalau bagus aku kasih full bintangnya,03/10/2019 12:26,Saya kasih dulu kalau bagus aku kasih full bintangnya,I give you a good Full Star first
1095,Pengguna Google,"Gak fungsi, gak ada tindak lanjudnya",02/10/2019 06:51,"Gak fungsi, gak ada tindak lanjudnya","No function, there is no action"
1096,Pengguna Google,"Maaf aplikasi tdk bs buka/jalan setelah sy install, hanya screen merah saja.",02/10/2019 06:06,"Maaf aplikasi tdk bs buka/jalan setelah sy install, hanya screen merah saja.","Sorry the application can't open/walk after installing, only a red screen."
1097,Pengguna Google,Mantap,02/10/2019 02:54,Mantap,Great
1098,Pengguna Google,"Saya tidak menerima kode otp melalui SMS, sehingga di apk saya statusnya belum terverifikasi..no hp saya sdh benar, verifikasi email sudah bisa, hanya verifikasi no hp yang mengalami kendala..tolong diproses ya",01/10/2019 22:04,"Saya tidak menerima kode otp melalui SMS, sehingga di apk saya statusnya belum terverifikasi..no hp saya sdh benar, verifikasi email sudah bisa, hanya verifikasi no hp yang mengalami kendala..tolong diproses ya","I did not receive the OTP code via SMS, so that in my APK the status has not been verified ... No my cellphone is true, the email verification can, only verify the cellphone number that is experiencing constraints ... help processed huh"
1099,Pengguna Google,Kenapa ya laporan saya belum terverifikasi ? Masalah nya di mana ya ? Padahal laporan saya sudah 4hari,30/09/2019 05:01,Kenapa ya laporan saya belum terverifikasi ? Masalah nya di mana ya ? Padahal laporan saya sudah hari,Why is my report not yet verified?Where is the problem?Even though my report is already day
1100,Pengguna Google,kepada yg terhormat kpda aplikasi ini sya sangat membutuhkan pertolongan jg solusi jln kluar...?sya memmpunyai mslh keintimidasian jg teror dr aplikasi pnjman online yg sangat meresahkan kehidupan jd massa depan sya dtmpt krja sya....?sya sangt mhn untuk d respon jg bantuannya pd aplikasi ini sepenuhnya...?mslhnya sya orang awam yg tdk tau jg tdk pnya pengalaman....?,29/09/2019 11:44,kepada yg terhormat kpda aplikasi ini sya sangat membutuhkan pertolongan jg solusi jln kluar...?sya memmpunyai mslh keintimidasian jg teror dr aplikasi pnjman online yg sangat meresahkan kehidupan jd massa depan sya dtmpt krja sya....?sya sangt mhn untuk d respon jg bantuannya pd aplikasi ini sepenuhnya...?mslhnya sya orang awam yg tdk tau jg tdk pnya pengalaman....?,"to the honorable to this application, I really need help too, the solution is out ...?also the help of this application is fully ...?"
1101,Pengguna Google,"Maaf... Kenapa aplikasi nya tidak mau menerima laporan saya. Saya sdh 2 kali buat laporan, tiba-tiba hilang gitu aja. Tertulis laporan anda ""0"". Pun ketika saya buat laporan, ""sistem error"", kok terus? Dan kenapa bisa begitu... Mohon di benahi lagi...!!!! ???????????????????? Terima kasih...",28/09/2019 06:51,"Maaf... Kenapa aplikasi nya tidak mau menerima laporan saya. Saya sdh kali buat laporan, tiba-tiba hilang gitu aja. Tertulis laporan anda ""0"". Pun ketika saya buat laporan, ""sistem error"", kok terus? Dan kenapa bisa begitu... Mohon di benahi lagi...!!!! ???????????????????? Terima kasih...","Sorry ... why does the application not want to accept my report.I have made a report, suddenly it disappears.Written your report ""0"".Even when I made a report, ""Error System"", how come?And why is that ... please fix it again ... !!!!??????????????????????Thank you..."
1102,Pengguna Google,TOP,27/09/2019 23:19,TOP,TOP
1103,Pengguna Google,Saya kasi Bintang 5. Tapi saya mau tanya. Apa saja yang bisa di lapor. Apakah petugas polisi yg ga jelas bisa di lapor? Atau masyarakat atau perusahaan. Apakah laporan ini bermanfaat dan ditindaklajuti?? Mampukah melakukan hukum yang pasti?,27/09/2019 16:09,Saya kasi Bintang . Tapi saya mau tanya. Apa saja yang bisa di lapor. Apakah petugas polisi yg ga jelas bisa di lapor? Atau masyarakat atau perusahaan. Apakah laporan ini bermanfaat dan ditindaklajuti?? Mampukah melakukan hukum yang pasti?,I give a star.But I want to ask.Whatever can be reported.Can the police officer who is not clear can be reported?Or community or company.Is this report useful and followed up ??Can you do a definite law?
1104,Pengguna Google,Membantu masyarakat di zaman serba online,27/09/2019 04:35,Membantu masyarakat di zaman serba online,Helping people in all -time online
1105,Pengguna Google,Good apl,27/09/2019 04:14,Good apl,Good Apl
1106,Pengguna Google,"Aplikasinya sangat bagus, karena kita bisa lebih cepat melaporkan kejadian atau masalah yg terjadi",27/09/2019 03:56,"Aplikasinya sangat bagus, karena kita bisa lebih cepat melaporkan kejadian atau masalah yg terjadi","The application is very good, because we can report events or problems that occur faster"
1107,Pengguna Google,"Aplikasi yang keren, dan sangat bermanfaat. good jod aplication.",27/09/2019 03:54,"Aplikasi yang keren, dan sangat bermanfaat. good jod aplication.","Cool applications, and very useful.Good job application."
1108,Pengguna Google,Aplikasi ini sangat membantu masyarakat dalam menyampaikan keluhan dan aspirasi dengan penggunaan teknologi yang pastinya menpermudah dalam akses LAPOR ini sendiri,27/09/2019 03:52,Aplikasi ini sangat membantu masyarakat dalam menyampaikan keluhan dan aspirasi dengan penggunaan teknologi yang pastinya menpermudah dalam akses LAPOR ini sendiri,This application is very helpful for the community in conveying complaints and aspirations with the use of technology which is certainly easy to access this itself
1109,Pengguna Google,Sangat berguna,27/09/2019 03:50,Sangat berguna,Very useful
1110,Pengguna Google,Aplikasi yang bagus dan memudahkan untuk melapor dimana pun dan kapanpun,27/09/2019 03:49,Aplikasi yang bagus dan memudahkan untuk melapor dimana pun dan kapanpun,Good application and makes it easy to report anywhere and anytime
1111,Pengguna Google,Lebih mudah buat ngelaporin seluruh masalah yg bersangkutan dengan pelayanan publik. Mantap!,27/09/2019 03:49,Lebih mudah buat ngelaporin seluruh masalah yg bersangkutan dengan pelayanan publik. Mantap!,It's easier to report all the problems concerned with public services.Great!
1112,Pengguna Google,"Terimakasih lapor dengan adanya nya aplikasi ini saya dapat menuangkan keluhan yg saya rasakan, semoga selalu membantu",27/09/2019 03:40,"Terimakasih lapor dengan adanya nya aplikasi ini saya dapat menuangkan keluhan yg saya rasakan, semoga selalu membantu","Thank you for reporting this application I can pour the complaints that I feel, hopefully always help"
1113,Pengguna Google,Mantul,27/09/2019 02:42,Mantul,Really good
1114,Pengguna Google,Belum ngerti paham tentang aplikasi ini,27/09/2019 02:37,Belum ngerti paham tentang aplikasi ini,Do not understand understanding about this application
1115,Pengguna Google,Mantul,27/09/2019 02:30,Mantul,Really good
1116,Pengguna Google,Bagus,27/09/2019 02:24,Bagus,Good
1117,Pengguna Google,"Laporan saya tidak ada tanggapan. Percuma dong ada aplikasi ini. Ketika rt/rw tidak bisa membantu saya percaya pada aplikasi ini. Ketika aplikasi tidak menanggapi, ya sudah hanya pada Tuhan saja saya mengeluh. Apa harus saya lari ke presiden hanya untuk masalah saya? Sedang masalah Indonesia lebih banyak yang harus diperhatikan'nya.",26/09/2019 11:46,"Laporan saya tidak ada tanggapan. Percuma dong ada aplikasi ini. Ketika rt/rw tidak bisa membantu saya percaya pada aplikasi ini. Ketika aplikasi tidak menanggapi, ya sudah hanya pada Tuhan saja saya mengeluh. Apa harus saya lari ke presiden hanya untuk masalah saya? Sedang masalah Indonesia lebih banyak yang harus diperhatikan'nya.","My report has no response.It's useless to have this application.When RT/RW can't help me believe in this application.When the application does not respond, yes, only God I complained.Should I run to the president only for my problem?While Indonesia's problems must be considered."
1118,Pengguna Google,Semoga di proses,26/09/2019 07:53,Semoga di proses,Hopefully in the process
1119,Pengguna Google,Mantul,26/09/2019 06:51,Mantul,Really good
1120,Pengguna Google,"Semoga bupati, kelurahan seluruh indonesia bisa mendengarkan keluh kesah penduduk indonesia",26/09/2019 06:51,"Semoga bupati, kelurahan seluruh indonesia bisa mendengarkan keluh kesah penduduk indonesia","Hopefully the Regent, Kelurahan throughout Indonesia can listen to the complaints of the Indonesian population"
1121,Pengguna Google,"Sangat membantu, untuk melaporkan apapun",26/09/2019 06:49,"Sangat membantu, untuk melaporkan apapun","Very helpful, to report anything"
1122,Pengguna Google,"Gimana cara nya untuk penghapusan laporan saya di aplikasi ini? Mohon bantuan nya karena kasus saya sudah hampir selesai, terimakasih",26/09/2019 06:45,"Gimana cara nya untuk penghapusan laporan saya di aplikasi ini? Mohon bantuan nya karena kasus saya sudah hampir selesai, terimakasih","How is it for the removal of my report in this application?Please help because my case is almost over, thank you"
1123,Pengguna Google,Untuk saat ini aplikasi ini sangat bermanfaat dan sangat dibutuhkan khususnya wilayah daerah yg msih sulit mengajukan aspirasi ke pihak terkait yg sulit mereka tuju.,26/09/2019 06:12,Untuk saat ini aplikasi ini sangat bermanfaat dan sangat dibutuhkan khususnya wilayah daerah yg msih sulit mengajukan aspirasi ke pihak terkait yg sulit mereka tuju.,"For now this application is very useful and very much needed, especially regional areas that are still difficult to submit aspirations to related parties that they are difficult to go."
1124,Pengguna Google,Jelas,26/09/2019 06:08,Jelas,Clear
1125,Pengguna Google,Aplikasinya bagus,26/09/2019 06:04,Aplikasinya bagus,The application is good
1126,Pengguna Google,"Sangat bermanfaat,insyaallah berkah.",26/09/2019 06:03,"Sangat bermanfaat,insyaallah berkah.","Very useful, God willing, blessing."
1127,Pengguna Google,berguna buat kt,26/09/2019 05:28,berguna buat kt,Useful for KT
1128,Pengguna Google,Wow sangat membantu,26/09/2019 05:27,Wow sangat membantu,Wow is very helpful
1129,Pengguna Google,Wow??bagus dan sangat membantu??,26/09/2019 05:27,Wow??bagus dan sangat membantu??,Wow ?? good and very helpful ??
1130,Pengguna Google,Mantulllll,26/09/2019 05:16,Mantulllll,Mantulllll
1131,Pengguna Google,Apk nya bagus bnget,26/09/2019 04:37,Apk nya bagus bnget,The apk is good
1132,Pengguna Google,Aplikasinya sesuai dengan keadaan sekarang,26/09/2019 04:21,Aplikasinya sesuai dengan keadaan sekarang,The application is in accordance with the current situation
1133,Pengguna Google,Cukup baik,26/09/2019 04:19,Cukup baik,Pretty good
1134,Pengguna Google,Mantap,26/09/2019 04:17,Mantap,Great
1135,Pengguna Google,Sempurna,26/09/2019 04:13,Sempurna,Perfect
1136,Pengguna Google,Sangat bagus untuk masyarakat,26/09/2019 04:13,Sangat bagus untuk masyarakat,Very good for the community
1137,Pengguna Google,Sangat bagus bisa menyampaikan keluhan masyarakat yang ada di daerah,26/09/2019 04:13,Sangat bagus bisa menyampaikan keluhan masyarakat yang ada di daerah,Very good can convey complaints of the people in the area
1138,Pengguna Google,Kiranya dengan adanya aplikasi ini akan memudahkan masyarakat melaporkan situasi lingkungan masing untuk memajukan daerah dan negara,26/09/2019 04:02,Kiranya dengan adanya aplikasi ini akan memudahkan masyarakat melaporkan situasi lingkungan masing untuk memajukan daerah dan negara,Presumably with this application will make it easier for the community to report their respective environmental situations to advance the regions and countries
1139,Pengguna Google,Mantap bos,26/09/2019 04:01,Mantap bos,Great boss
1140,Pengguna Google,lapor SP4N adalah tempat aduan masyarakat. lapor ini sangat bagus,26/09/2019 03:52,lapor SP4N adalah tempat aduan masyarakat. lapor ini sangat bagus,Reporting SP4N is a place for community complaints.This report is very good
1141,Pengguna Google,Mantap,26/09/2019 03:47,Mantap,Great
1142,Pengguna Google,Bagus,26/09/2019 03:43,Bagus,Good
1143,Pengguna Google,Aplikasi ini cukup bagus untuk digunakan Sebagai penyampaian aspiras,26/09/2019 03:41,Aplikasi ini cukup bagus untuk digunakan Sebagai penyampaian aspiras,This application is good enough to be used as an aspiras delivery
1144,Pengguna Google,"Aplikasi yang sangat bagus,dan sangat membantu",26/09/2019 03:39,"Aplikasi yang sangat bagus,dan sangat membantu","Very good application, and very helpful"
1145,Pengguna Google,Terbaik!!!,26/09/2019 03:34,Terbaik!!!,Best!!!
1146,Pengguna Google,Melaporkan masalah kini lebih cepat trimaksih lapor,26/09/2019 03:33,Melaporkan masalah kini lebih cepat trimaksih lapor,Reporting the problem is now faster to report
1147,Pengguna Google,"Aplikasi ini sangat membantu,khususnya bagi masyrakat diperdesaan yg jauh dari jangkauan kota.",26/09/2019 03:26,"Aplikasi ini sangat membantu,khususnya bagi masyrakat diperdesaan yg jauh dari jangkauan kota.","This application is very helpful, especially for people in rural areas far from the reach of the city."
1148,Pengguna Google,Aplikasi ini sangat berguna bagi mahasiswa,26/09/2019 03:26,Aplikasi ini sangat berguna bagi mahasiswa,This application is very useful for students
1149,Pengguna Google,"Aplikasi ini cukup baik dan dapat dipakai dengan baik . Dan juga aplikasi dapat membuat warga Indonesia bisa melaporkan setiap hal"" yg terjadi terkait dengan layanan publik dengan pihak yg dapat menangani nya.",26/09/2019 03:13,"Aplikasi ini cukup baik dan dapat dipakai dengan baik . Dan juga aplikasi dapat membuat warga Indonesia bisa melaporkan setiap hal"" yg terjadi terkait dengan layanan publik dengan pihak yg dapat menangani nya.","This application is quite good and can be used well.And also the application can make Indonesian citizens able to report everything ""that occurs related to public services with those who can handle it."
1150,Pengguna Google,Sangat membantu,26/09/2019 03:10,Sangat membantu,Very helpful
1151,Pengguna Google,Bagus,26/09/2019 03:03,Bagus,Good
1152,Pengguna Google,Keyeeeen,26/09/2019 03:02,Keyeeeen,Keyeeeen
